1,37.870637,-122.259722,37.868926,-122.259005,1
2,37.87359,-122.260098,37.872707,-122.258687,4
3,37.873045,-122.263377,37.872501,-122.261803,5
4,37.873278,-122.256959,37.872277,-122.25639,9
