3.038378046,2.304480954,1.155243197,1.244258674
3.116582762,2.318363953,1.303927476,1.674844515
3.490572726,2.77341598,1.338661127,0.873507976
3.406969425,2.795362239,1.165692399,1.147505441
2.640841009,2.568489871,0.840927405,1.720897441
3.526976645,2.575195616,0.870921686,1.634060824
2.704350397,1.899098397,1.212690828,1.116948026
4.271363431,3.007732041,0.657209704,1.911105049
3.559786098,2.342528281,0.960166595,1.890840784
3.368381664,2.145164875,0.842769362,1.394709559
2.89360898,3.574875934,1.214115972,1.728466911
3.380605772,2.720600194,1.458066394,2.230626707
3.962643232,2.426118997,2.021925069,1.601943763
3.376201871,2.627377768,1.311261901,1.345736218
4.064753834,3.080702826,1.254708521,2.097626536
3.772763673,2.420658257,1.558379801,1.915286914
3.981156982,2.868668314,2.026355269,2.059055032
4.326394134,3.283795836,2.389887381,2.373049116
4.774675745,3.17732876,2.140055346,2.316883371
4.214647993,2.709464876,2.470839268,2.302234233
5.200206402,3.102552301,3.02242518,2.190481859
5.105666005,3.269979936,2.867121816,2.316424584
5.40796511,3.316066371,2.885228755,2.276280063
5.332029614,2.829700242,2.956235285,2.485117243
5.36719196,3.451600826,3.134611545,3.278156767
5.817495804,3.87538207,3.761845514,2.877629614
5.984879462,2.980515353,3.479391038,2.751860313
6.607536315,3.631637087,3.819152188,2.961640663
5.909639199,3.973095425,3.714854197,3.148598449
5.956057471,3.655770979,4.208901402,3.16615562
5.966299356,3.76005261,4.296975061,3.26228204
6.328962671,3.482488538,4.549129794,3.577161979
6.515048463,3.611109956,4.603033251,3.230168722
6.70090498,3.364918706,4.58292606,3.523201589
6.859322002,3.713548182,4.97440551,3.314415394
7.196883802,3.659214607,4.864767295,3.029814948
7.095527117,3.594256834,4.898421281,3.411752428
7.461803908,4.267508633,5.692156922,4.092059872
7.834113217,3.839882791,5.501693943,3.643621524
7.557179084,4.105647104,5.260332678,4.139897335
8.381562039,4.070925492,5.131419308,4.097212559
8.261827237,3.695533799,5.247966608,3.820824765
8.765900655,3.513042535,5.366850231,4.674006642
7.70593983,3.569873052,5.279525053,4.26202957
7.451543769,4.082782307,5.361728915,4.270773161
8.098083331,3.909637592,4.693622676,3.727109892
8.103298537,4.227850873,4.942703174,3.805877516
7.489921357,3.886015755,4.991854749,4.193932907
7.554237889,3.603309121,4.833464329,4.35992589
9.765618651,4.312899473,4.951744923,4.604585979
9.510935125,4.530314375,5.381636084,5.013580538
9.606903935,4.27962565,5.200344002,4.461660317
8.924521114,4.144213392,4.726767195,4.715416381
9.381386663,4.073720051,4.684196591,4.501010004
9.384273314,4.580436634,5.128159788,4.828185285
9.190377451,4.474292147,4.793348498,4.40187618
8.084438778,3.951104563,4.890510231,4.090584428
7.668656915,3.596081847,4.925762614,3.547505449
8.222155539,3.725934891,4.746579886,4.090676281
7.495379863,4.099998008,5.254885191,4.026920723
7.911520915,3.67222337,5.691971892,4.158428583
8.042142552,3.883914668,4.489714189,4.101459846
8.32789066,3.963269447,5.251250854,3.799199469
7.032254899,3.678066743,4.851729748,3.786711425
6.382253979,3.612656768,4.247233345,4.283047264
6.904412141,3.732106255,4.788497387,3.307560806
6.584101798,3.634747714,4.233487589,3.779685602
7.333244095,3.397320475,3.935325091,3.326670097
6.539617391,4.020976775,4.163005722,3.227472186
6.851301479,3.524135338,4.673449002,3.163156441
6.492724592,3.982511788,4.323093068,3.247610354
5.916232954,3.496977789,4.30079647,3.009973237
5.594925292,3.507635143,4.147231915,3.2621097
5.743749632,3.988671248,4.378106356,2.942995922
6.32082356,3.678326567,3.398556043,2.647391315
6.020193272,3.47931828,3.908648465,2.940495465
5.20147997,3.351913306,3.8910389,2.977869728
4.455414256,3.244834877,3.48263468,2.683720043
4.719456491,3.51997281,3.820155026,2.136870048
3.939545137,3.65414027,3.297072729,1.94706175
4.486601323,3.414403287,3.575736065,2.637652489
4.379550882,3.252123077,2.926799843,2.267036165
4.486511945,3.500631123,3.225392924,2.352768
4.158477201,3.601364335,3.782043483,2.665114817
1.451904473,2.873501294,2.476960802,1.505499709
1.678270221,3.432937951,3.42445375,1.549477318
2.562467657,2.890715703,2.854769324,1.855291064
1.961079668,3.269486445,3.158330186,1.819771784
1.714540772,3.290503148,2.647116582,1.501077757
2.440357919,3.016988228,3.2264426,1.340498467
2.275695623,2.97460006,2.999576835,1.141863536
0.741221694,1.761603123,2.876218362,0.844729395
1.322485457,0.958903402,2.33597667,1.443923176
1.333118874,1.510122023,2.279393488,1.064123537
0.767872205,1.520741583,2.273176643,0.817487197
1.161965556,1.609676034,3.092412246,0.420632963
0.888777923,1.234542092,2.401086573,0.382241544
1.375240326,1.07694739,2.017296145,0.590992639
0,0,2.284570158,0
0,0.163530505,2.00748573,0.125216538
0.246236999,0.323401903,1.893238316,0.373048348
0,0,2.155045232,0.033175144
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
